country,state,city,station,last_update,latitude,longitude,pollutant_id,pollutant_min,pollutant_max,pollutant_avg
India,Gujarat,Vatva,"Phase-4 GIDC, Vatva - GPCB","28-08-2025 19:00:00",22.969611,72.643500,OZONE,15,24,23
India,Gujarat,Ahmedabad,"SAC ISRO Satellite, Ahmedabad - IITM","28-08-2025 19:00:00",23.023389,72.515201,SO2,3,7,4
India,Gujarat,Ahmedabad,"SVPI Airport Hansol, Ahmedabad - IITM","28-08-2025 19:00:00",23.076793,72.627874,CO,22,46,26
India,Gujarat,Ahmedabad,"Sardar Vallabhbhai Patel Stadium, Ahmedabad - IITM","28-08-2025 19:00:00",23.043070,72.562968,PM2.5,20,57,38
India,Gujarat,Ankleshwar,"GIDC, Ankleshwar - GPCB","28-08-2025 19:00:00",21.613267,73.010555,PM10,49,57,52
India,Gujarat,Ahmedabad,"Raikhad, Ahmedabad - IITM","28-08-2025 19:00:00",23.020509,72.579261,PM10,47,98,73
India,Gujarat,Ahmedabad,"Raikhad, Ahmedabad - IITM","28-08-2025 19:00:00",23.020509,72.579261,SO2,12,16,14
India,Gujarat,Ahmedabad,"Rakhial, Ahmedabad - IITM","28-08-2025 19:00:00",23.016834,72.625775,PM10,56,129,81
India,Gujarat,Ahmedabad,"Rakhial, Ahmedabad - IITM","28-08-2025 19:00:00",23.016834,72.625775,OZONE,4,16,9
India,Gujarat,Ahmedabad,"SAC ISRO Bopal, Ahmedabad - IITM","28-08-2025 19:00:00",23.041137,72.456691,PM10,40,160,81
India,"Himachal Pradesh",Baddi,"HIMUDA Complex Phase-1, Baddi - HPPCB","28-08-2025 19:00:00",30.943887,76.801991,PM10,51,135,91
India,"Himachal Pradesh",Baddi,"HIMUDA Complex Phase-1, Baddi - HPPCB","28-08-2025 19:00:00",30.943887,76.801991,NH3,7,9,8
India,"Himachal Pradesh",Baddi,"HIMUDA Complex Phase-1, Baddi - HPPCB","28-08-2025 19:00:00",30.943887,76.801991,OZONE,7,69,52
India,Karnataka,Bagalkot,"Vidayagiri, Bagalkot - KSPCB","28-08-2025 19:00:00",16.172806,75.659694,PM2.5,33,34,34
India,Karnataka,Bengaluru,"Hebbal, Bengaluru - KSPCB","28-08-2025 19:00:00",13.029152,77.585901,SO2,6,11,8
India,Karnataka,Bengaluru,"Hebbal, Bengaluru - KSPCB","28-08-2025 19:00:00",13.029152,77.585901,OZONE,7,8,8
India,Karnataka,Bengaluru,"Hombegowda Nagar, Bengaluru - KSPCB","28-08-2025 19:00:00",12.938539,77.590100,NH3,1,2,2
India,Karnataka,Bengaluru,"Jayanagar 5th Block, Bengaluru - KSPCB","28-08-2025 19:00:00",12.920984,77.584908,CO,2,16,10
India,Karnataka,Bengaluru,"Peenya, Bengaluru - CPCB","28-08-2025 19:00:00",13.0270199,77.494094,OZONE,25,25,25
India,Karnataka,Bengaluru,"Sanegurava Halli, Bengaluru - KSPCB","28-08-2025 19:00:00",12.990328,77.5431385,PM10,39,46,40
India,Karnataka,Bengaluru,"Shivapura_Peenya, Bengaluru - KSPCB","28-08-2025 19:00:00",13.0246342,77.5080115,NH3,4,4,4
India,Karnataka,Chikkaballapur,"Chikkaballapur Rural, Chikkaballapur - KSPCB","28-08-2025 19:00:00",13.428828,77.731418,SO2,3,14,8
India,Karnataka,Davanagere,"Devaraj Urs Badavane, Davanagere - KSPCB","28-08-2025 19:00:00",14.475800,75.905200,CO,17,20,18
India,Gujarat,Gandhinagar,"GIFT City, Gandhinagar - IITM","28-08-2025 19:00:00",23.163798,72.677768,NH3,1,7,3
India,Gujarat,Gandhinagar,"IIPHG Lekawada, Gandhinagar - IITM","28-08-2025 19:00:00",23.243639,72.68994,PM2.5,39,59,48
